Year,State,Cases,Disease,Population,Population Density
2018,Maryland,568232,Diabetics,5773552.0,594.8
2019,Maryland,521239,Diabetics,5773552.0,594.8
2020,Maryland,481290,Diabetics,6177224.0,636.1
2021,Maryland,537027,Diabetics,6177224.0,636.1
2022,Maryland,578446,Diabetics,6177224.0,636.1
2023,Maryland,595429,Diabetics,6177224.0,636.1
2000,Massachusetts,272401,Diabetics,6349097.0,814.0
2001,Massachusetts,271515,Diabetics,6349097.0,814.0
2002,Massachusetts,279973,Diabetics,6349097.0,814.0
2003,Massachusetts,298879,Diabetics,6349097.0,814.0
2004,Massachusetts,277208,Diabetics,6349097.0,814.0
2005,Massachusetts,312627,Diabetics,6349097.0,814.0
2006,Massachusetts,312999,Diabetics,6349097.0,814.0
2007,Massachusetts,362150,Diabetics,6349097.0,814.0
2008,Massachusetts,352975,Diabetics,6349097.0,814.0
2009,Massachusetts,393882,Diabetics,6349097.0,814.0
2010,Massachusetts,374432,Diabetics,6547629.0,839.4
2011,Massachusetts,405661,Diabetics,6547629.0,839.4
2012,Massachusetts,432172,Diabetics,6547629.0,839.4
2013,Massachusetts,452481,Diabetics,6547629.0,839.4
2014,Massachusetts,518771,Diabetics,6547629.0,839.4
2015,Massachusetts,482854,Diabetics,6547629.0,839.4
2016,Massachusetts,506608,Diabetics,6547629.0,839.4
2017,Massachusetts,519656,Diabetics,6547629.0,839.4
2018,Massachusetts,476687,Diabetics,6547629.0,839.4
2019,Massachusetts,468450,Diabetics,6547629.0,839.4
2020,Massachusetts,487078,Diabetics,7029917.0,901.2
2021,Massachusetts,507452,Diabetics,7029917.0,901.2
2022,Massachusetts,592507,Diabetics,7029917.0,901.2
2023,Massachusetts,560395,Diabetics,7029917.0,901.2
2000,Michigan,514285,Diabetics,9938444.0,175.8
2001,Michigan,532407,Diabetics,9938444.0,175.8
2002,Michigan,584807,Diabetics,9938444.0,175.8
2003,Michigan,590124,Diabetics,9938444.0,175.8
2004,Michigan,576468,Diabetics,9938444.0,175.8
2005,Michigan,614872,Diabetics,9938444.0,175.8
2006,Michigan,685776,Diabetics,9938444.0,175.8
2007,Michigan,670809,Diabetics,9938444.0,175.8
2008,Michigan,692035,Diabetics,9938444.0,175.8
2009,Michigan,711038,Diabetics,9938444.0,175.8
2010,Michigan,767301,Diabetics,9883640.0,174.8
2011,Michigan,747599,Diabetics,9883640.0,174.8
2012,Michigan,786565,Diabetics,9883640.0,174.8
2013,Michigan,790176,Diabetics,9883640.0,174.8
2014,Michigan,796253,Diabetics,9883640.0,174.8
2015,Michigan,827478,Diabetics,9883640.0,174.8
2016,Michigan,864882,Diabetics,9883640.0,174.8
2017,Michigan,858321,Diabetics,9883640.0,174.8
2018,Michigan,912794,Diabetics,9883640.0,174.8
2019,Michigan,871933,Diabetics,9883640.0,174.8
2020,Michigan,964964,Diabetics,10077331.0,178.0
2021,Michigan,855014,Diabetics,10077331.0,178.0
2022,Michigan,923377,Diabetics,10077331.0,178.0
2023,Michigan,987205,Diabetics,10077331.0,178.0
2000,Minnesota,172908,Diabetics,4919479.0,61.8
2001,Minnesota,158625,Diabetics,4919479.0,61.8
2002,Minnesota,179712,Diabetics,4919479.0,61.8
2003,Minnesota,208073,Diabetics,4919479.0,61.8
2004,Minnesota,192744,Diabetics,4919479.0,61.8
2005,Minnesota,222778,Diabetics,4919479.0,61.8
2006,Minnesota,223962,Diabetics,4919479.0,61.8
2007,Minnesota,223841,Diabetics,4919479.0,61.8
2008,Minnesota,233358,Diabetics,4919479.0,61.8
2009,Minnesota,252937,Diabetics,4919479.0,61.8
2010,Minnesota,264229,Diabetics,5303925.0,66.6
2011,Minnesota,292254,Diabetics,5303925.0,66.6
2012,Minnesota,298424,Diabetics,5303925.0,66.6
2013,Minnesota,307608,Diabetics,5303925.0,66.6
2014,Minnesota,340638,Diabetics,5303925.0,66.6
2015,Minnesota,318958,Diabetics,5303925.0,66.6
2016,Minnesota,358093,Diabetics,5303925.0,66.6
2017,Minnesota,331504,Diabetics,5303925.0,66.6
2018,Minnesota,386480,Diabetics,5303925.0,66.6
2019,Minnesota,383621,Diabetics,5303925.0,66.6
2020,Minnesota,385569,Diabetics,5706494.0,71.7
2021,Minnesota,399668,Diabetics,5706494.0,71.7
2022,Minnesota,451984,Diabetics,5706494.0,71.7
2023,Minnesota,468159,Diabetics,5706494.0,71.7
2000,Mississippi,151491,Diabetics,2844658.0,60.6
2001,Mississippi,189479,Diabetics,2844658.0,60.6
2002,Mississippi,178019,Diabetics,2844658.0,60.6
2003,Mississippi,230883,Diabetics,2844658.0,60.6
2004,Mississippi,203140,Diabetics,2844658.0,60.6
2005,Mississippi,206993,Diabetics,2844658.0,60.6
2006,Mississippi,235637,Diabetics,2844658.0,60.6
2007,Mississippi,244091,Diabetics,2844658.0,60.6
2008,Mississippi,244156,Diabetics,2844658.0,60.6
2009,Mississippi,249716,Diabetics,2844658.0,60.6
2010,Mississippi,268730,Diabetics,2967297.0,63.2
2011,Mississippi,269506,Diabetics,2967297.0,63.2
2012,Mississippi,278183,Diabetics,2967297.0,63.2
2013,Mississippi,289050,Diabetics,2967297.0,63.2
2014,Mississippi,292662,Diabetics,2967297.0,63.2
2015,Mississippi,334024,Diabetics,2967297.0,63.2
2016,Mississippi,308295,Diabetics,2967297.0,63.2
2017,Mississippi,322280,Diabetics,2967297.0,63.2
2018,Mississippi,326420,Diabetics,2967297.0,63.2
2019,Mississippi,338111,Diabetics,2967297.0,63.2
2020,Mississippi,333501,Diabetics,2961279.0,63.1
2021,Mississippi,345464,Diabetics,2961279.0,63.1
2022,Mississippi,346880,Diabetics,2961279.0,63.1
2023,Mississippi,386671,Diabetics,2961279.0,63.1
2000,Missouri,271376,Diabetics,5595211.0,81.4
2001,Missouri,274442,Diabetics,5595211.0,81.4
2002,Missouri,306296,Diabetics,5595211.0,81.4
2003,Missouri,292297,Diabetics,5595211.0,81.4
2004,Missouri,313679,Diabetics,5595211.0,81.4
2005,Missouri,336105,Diabetics,5595211.0,81.4
2006,Missouri,323661,Diabetics,5595211.0,81.4
2007,Missouri,357792,Diabetics,5595211.0,81.4
2008,Missouri,410016,Diabetics,5595211.0,81.4
2009,Missouri,357585,Diabetics,5595211.0,81.4
2010,Missouri,422610,Diabetics,5988927.0,87.1
2011,Missouri,463119,Diabetics,5988927.0,87.1
2012,Missouri,488771,Diabetics,5988927.0,87.1
2013,Missouri,445046,Diabetics,5988927.0,87.1
2014,Missouri,517992,Diabetics,5988927.0,87.1
2015,Missouri,537315,Diabetics,5988927.0,87.1
2016,Missouri,543877,Diabetics,5988927.0,87.1
2017,Missouri,493456,Diabetics,5988927.0,87.1
2018,Missouri,546090,Diabetics,5988927.0,87.1
2019,Missouri,492056,Diabetics,5988927.0,87.1
2020,Missouri,515337,Diabetics,6154913.0,89.5
2021,Missouri,541716,Diabetics,6154913.0,89.5
2022,Missouri,563658,Diabetics,6154913.0,89.5
2023,Missouri,598340,Diabetics,6154913.0,89.5
2000,Montana,31395,Diabetics,902195.0,6.2
2001,Montana,37053,Diabetics,902195.0,6.2
2002,Montana,37067,Diabetics,902195.0,6.2
2003,Montana,38094,Diabetics,902195.0,6.2
2004,Montana,41583,Diabetics,902195.0,6.2
2005,Montana,39759,Diabetics,902195.0,6.2
2006,Montana,45607,Diabetics,902195.0,6.2
2007,Montana,48919,Diabetics,902195.0,6.2
2008,Montana,47395,Diabetics,902195.0,6.2
2009,Montana,50781,Diabetics,902195.0,6.2
2010,Montana,53222,Diabetics,989415.0,6.8
2011,Montana,60478,Diabetics,989415.0,6.8
2012,Montana,55964,Diabetics,989415.0,6.8
2013,Montana,60592,Diabetics,989415.0,6.8
2014,Montana,70294,Diabetics,989415.0,6.8
2015,Montana,63609,Diabetics,989415.0,6.8
2016,Montana,66284,Diabetics,989415.0,6.8
2017,Montana,64954,Diabetics,989415.0,6.8
2018,Montana,77847,Diabetics,989415.0,6.8
2019,Montana,64014,Diabetics,989415.0,6.8
2020,Montana,76837,Diabetics,1084225.0,7.4
2021,Montana,77136,Diabetics,1084225.0,7.4
2022,Montana,74364,Diabetics,1084225.0,7.4
2023,Montana,85227,Diabetics,1084225.0,7.4
2000,Nebraska,60354,Diabetics,1711263.0,22.3
2001,Nebraska,65430,Diabetics,1711263.0,22.3
2002,Nebraska,73517,Diabetics,1711263.0,22.3
2003,Nebraska,81480,Diabetics,1711263.0,22.3
2004,Nebraska,81807,Diabetics,1711263.0,22.3
2005,Nebraska,95701,Diabetics,1711263.0,22.3
2006,Nebraska,97445,Diabetics,1711263.0,22.3
2007,Nebraska,94719,Diabetics,1711263.0,22.3
2008,Nebraska,102133,Diabetics,1711263.0,22.3
2009,Nebraska,99800,Diabetics,1711263.0,22.3
2010,Nebraska,102565,Diabetics,1826341.0,23.8
2011,Nebraska,113688,Diabetics,1826341.0,23.8
2012,Nebraska,111739,Diabetics,1826341.0,23.8
2013,Nebraska,128750,Diabetics,1826341.0,23.8
2014,Nebraska,129627,Diabetics,1826341.0,23.8
2015,Nebraska,125521,Diabetics,1826341.0,23.8
2016,Nebraska,127091,Diabetics,1826341.0,23.8
2017,Nebraska,147136,Diabetics,1826341.0,23.8
2018,Nebraska,141491,Diabetics,1826341.0,23.8
2019,Nebraska,148776,Diabetics,1826341.0,23.8
2020,Nebraska,145127,Diabetics,1961504.0,25.5
2021,Nebraska,143867,Diabetics,1961504.0,25.5
2022,Nebraska,161508,Diabetics,1961504.0,25.5
2023,Nebraska,159238,Diabetics,1961504.0,25.5
2000,Nevada,96242,Diabetics,1998257.0,18.2
2001,Nevada,87688,Diabetics,1998257.0,18.2
2002,Nevada,100955,Diabetics,1998257.0,18.2
2003,Nevada,103600,Diabetics,1998257.0,18.2
2004,Nevada,108730,Diabetics,1998257.0,18.2
2005,Nevada,124024,Diabetics,1998257.0,18.2
2006,Nevada,137311,Diabetics,1998257.0,18.2
2007,Nevada,149953,Diabetics,1998257.0,18.2
2008,Nevada,166930,Diabetics,1998257.0,18.2
2009,Nevada,153206,Diabetics,1998257.0,18.2
2010,Nevada,164506,Diabetics,2700551.0,24.6
2011,Nevada,206634,Diabetics,2700551.0,24.6
2012,Nevada,182041,Diabetics,2700551.0,24.6
2013,Nevada,203955,Diabetics,2700551.0,24.6
2014,Nevada,206355,Diabetics,2700551.0,24.6
2015,Nevada,215082,Diabetics,2700551.0,24.6
2016,Nevada,251452,Diabetics,2700551.0,24.6
2017,Nevada,242394,Diabetics,2700551.0,24.6
2018,Nevada,254570,Diabetics,2700551.0,24.6
2019,Nevada,262809,Diabetics,2700551.0,24.6
2020,Nevada,269783,Diabetics,3104614.0,28.3
2021,Nevada,283707,Diabetics,3104614.0,28.3
2022,Nevada,250894,Diabetics,3104614.0,28.3
2023,Nevada,302488,Diabetics,3104614.0,28.3
2000,New Hampshire,40222,Diabetics,1235786.0,138.0
2001,New Hampshire,49944,Diabetics,1235786.0,138.0
2002,New Hampshire,58768,Diabetics,1235786.0,138.0
2003,New Hampshire,53927,Diabetics,1235786.0,138.0
2004,New Hampshire,63870,Diabetics,1235786.0,138.0
2005,New Hampshire,64350,Diabetics,1235786.0,138.0
2006,New Hampshire,74834,Diabetics,1235786.0,138.0
2007,New Hampshire,72286,Diabetics,1235786.0,138.0
2008,New Hampshire,73651,Diabetics,1235786.0,138.0
2009,New Hampshire,72662,Diabetics,1235786.0,138.0
2010,New Hampshire,80473,Diabetics,1316470.0,147.0
2011,New Hampshire,88717,Diabetics,1316470.0,147.0
2012,New Hampshire,93834,Diabetics,1316470.0,147.0
2013,New Hampshire,96499,Diabetics,1316470.0,147.0
2014,New Hampshire,96862,Diabetics,1316470.0,147.0
2015,New Hampshire,86504,Diabetics,1316470.0,147.0
2016,New Hampshire,96662,Diabetics,1316470.0,147.0
2017,New Hampshire,90897,Diabetics,1316470.0,147.0
2018,New Hampshire,113110,Diabetics,1316470.0,147.0
2019,New Hampshire,102108,Diabetics,1316470.0,147.0
2020,New Hampshire,98505,Diabetics,1377529.0,153.8
2021,New Hampshire,98311,Diabetics,1377529.0,153.8
2022,New Hampshire,111268,Diabetics,1377529.0,153.8
2023,New Hampshire,112839,Diabetics,1377529.0,153.8
2000,New Jersey,362253,Diabetics,8414350.0,1144.2
2001,New Jersey,461508,Diabetics,8414350.0,1144.2
2002,New Jersey,388829,Diabetics,8414350.0,1144.2
2003,New Jersey,458727,Diabetics,8414350.0,1144.2
2004,New Jersey,439925,Diabetics,8414350.0,1144.2
2005,New Jersey,499657,Diabetics,8414350.0,1144.2
2006,New Jersey,492720,Diabetics,8414350.0,1144.2
2007,New Jersey,601155,Diabetics,8414350.0,1144.2
2008,New Jersey,556455,Diabetics,8414350.0,1144.2
2009,New Jersey,573665,Diabetics,8414350.0,1144.2
2010,New Jersey,604390,Diabetics,8791894.0,1195.5
2011,New Jersey,585092,Diabetics,8791894.0,1195.5
2012,New Jersey,626592,Diabetics,8791894.0,1195.5
2013,New Jersey,632785,Diabetics,8791894.0,1195.5
2014,New Jersey,669861,Diabetics,8791894.0,1195.5
2015,New Jersey,626811,Diabetics,8791894.0,1195.5
2016,New Jersey,644988,Diabetics,8791894.0,1195.5
2017,New Jersey,771819,Diabetics,8791894.0,1195.5
2018,New Jersey,760249,Diabetics,8791894.0,1195.5
2019,New Jersey,537789,Diabetics,8791894.0,1195.5
2020,New Jersey,693223,Diabetics,9288994.0,1263.0
2021,New Jersey,746427,Diabetics,9288994.0,1263.0
2022,New Jersey,792367,Diabetics,9288994.0,1263.0
2023,New Jersey,773746,Diabetics,9288994.0,1263.0
2000,New Mexico,80490,Diabetics,1819046.0,15.0
2001,New Mexico,80448,Diabetics,1819046.0,15.0
2002,New Mexico,82219,Diabetics,1819046.0,15.0
2003,New Mexico,77516,Diabetics,1819046.0,15.0
2004,New Mexico,89941,Diabetics,1819046.0,15.0
2005,New Mexico,101121,Diabetics,1819046.0,15.0
2006,New Mexico,104812,Diabetics,1819046.0,15.0
2007,New Mexico,114051,Diabetics,1819046.0,15.0
2008,New Mexico,115603,Diabetics,1819046.0,15.0
2009,New Mexico,127795,Diabetics,1819046.0,15.0
2010,New Mexico,126726,Diabetics,2059179.0,17.0
2011,New Mexico,152817,Diabetics,2059179.0,17.0
2012,New Mexico,160741,Diabetics,2059179.0,17.0
2013,New Mexico,169256,Diabetics,2059179.0,17.0
2014,New Mexico,182120,Diabetics,2059179.0,17.0
2015,New Mexico,181592,Diabetics,2059179.0,17.0
2016,New Mexico,183978,Diabetics,2059179.0,17.0
2017,New Mexico,169973,Diabetics,2059179.0,17.0
2018,New Mexico,200548,Diabetics,2059179.0,17.0
2019,New Mexico,197270,Diabetics,2059179.0,17.0
2020,New Mexico,201781,Diabetics,2117522.0,17.5
2021,New Mexico,217427,Diabetics,2117522.0,17.5
2022,New Mexico,207611,Diabetics,2117522.0,17.5
2023,New Mexico,208244,Diabetics,2117522.0,17.5
2000,New York,867776,Diabetics,18976457.0,402.7
2001,New York,946238,Diabetics,18976457.0,402.7
2002,New York,1027837,Diabetics,18976457.0,402.7
2003,New York,1073906,Diabetics,18976457.0,402.7
2004,New York,1089576,Diabetics,18976457.0,402.7
2005,New York,1186575,Diabetics,18976457.0,402.7
2006,New York,1115103,Diabetics,18976457.0,402.7
2007,New York,1209052,Diabetics,18976457.0,402.7
2008,New York,1233231,Diabetics,18976457.0,402.7
2009,New York,1309923,Diabetics,18976457.0,402.7
2010,New York,1325799,Diabetics,19378102.0,411.2
2011,New York,1534508,Diabetics,19378102.0,411.2
2012,New York,1460363,Diabetics,19378102.0,411.2
2013,New York,1625044,Diabetics,19378102.0,411.2
2014,New York,1554909,Diabetics,19378102.0,411.2
2015,New York,1529719,Diabetics,19378102.0,411.2
2016,New York,1633786,Diabetics,19378102.0,411.2
2017,New York,1632181,Diabetics,19378102.0,411.2
2018,New York,1717067,Diabetics,19378102.0,411.2
2019,New York,1621383,Diabetics,19378102.0,411.2
2020,New York,1581238,Diabetics,20201249.0,428.7
2021,New York,1827228,Diabetics,20201249.0,428.7
2022,New York,1779211,Diabetics,20201249.0,428.7
2023,New York,1677109,Diabetics,20201249.0,428.7
2000,North Carolina,375512,Diabetics,8049313.0,165.6
2001,North Carolina,411723,Diabetics,8049313.0,165.6
2002,North Carolina,447571,Diabetics,8049313.0,165.6
2003,North Carolina,516148,Diabetics,8049313.0,165.6
2004,North Carolina,535085,Diabetics,8049313.0,165.6
2005,North Carolina,546192,Diabetics,8049313.0,165.6
2006,North Carolina,597592,Diabetics,8049313.0,165.6
2007,North Carolina,604925,Diabetics,8049313.0,165.6
2008,North Carolina,640694,Diabetics,8049313.0,165.6
2009,North Carolina,672074,Diabetics,8049313.0,165.6
2010,North Carolina,698669,Diabetics,9535483.0,196.1
2011,North Carolina,776610,Diabetics,9535483.0,196.1
2012,North Carolina,773679,Diabetics,9535483.0,196.1
2013,North Carolina,860360,Diabetics,9535483.0,196.1
2014,North Carolina,828855,Diabetics,9535483.0,196.1
2015,North Carolina,829725,Diabetics,9535483.0,196.1
2016,North Carolina,886633,Diabetics,9535483.0,196.1
2017,North Carolina,907022,Diabetics,9535483.0,196.1
2018,North Carolina,1014358,Diabetics,9535483.0,196.1
2019,North Carolina,973221,Diabetics,9535483.0,196.1
2020,North Carolina,1028026,Diabetics,10439388.0,214.7
2021,North Carolina,1055369,Diabetics,10439388.0,214.7
2022,North Carolina,1011751,Diabetics,10439388.0,214.7
2023,North Carolina,1060697,Diabetics,10439388.0,214.7
2000,North Dakota,24225,Diabetics,642200.0,9.3
2001,North Dakota,23763,Diabetics,642200.0,9.3
2002,North Dakota,29274,Diabetics,642200.0,9.3
2003,North Dakota,29151,Diabetics,642200.0,9.3
2004,North Dakota,28384,Diabetics,642200.0,9.3
2005,North Dakota,32172,Diabetics,642200.0,9.3
2006,North Dakota,33062,Diabetics,642200.0,9.3
2007,North Dakota,31453,Diabetics,642200.0,9.3
2008,North Dakota,36847,Diabetics,642200.0,9.3
2009,North Dakota,37058,Diabetics,642200.0,9.3
2010,North Dakota,36990,Diabetics,672591.0,9.7
2011,North Dakota,42390,Diabetics,672591.0,9.7
2012,North Dakota,46236,Diabetics,672591.0,9.7
2013,North Dakota,49783,Diabetics,672591.0,9.7
2014,North Dakota,50097,Diabetics,672591.0,9.7
2015,North Dakota,51399,Diabetics,672591.0,9.7
2016,North Dakota,51049,Diabetics,672591.0,9.7
2017,North Dakota,52685,Diabetics,672591.0,9.7
2018,North Dakota,54372,Diabetics,672591.0,9.7
2019,North Dakota,52085,Diabetics,672591.0,9.7
2020,North Dakota,57805,Diabetics,779094.0,11.3
2021,North Dakota,57293,Diabetics,779094.0,11.3
2022,North Dakota,57287,Diabetics,779094.0,11.3
2023,North Dakota,57883,Diabetics,779094.0,11.3
2000,Ohio,526165,Diabetics,11353140.0,277.8
2001,Ohio,604007,Diabetics,11353140.0,277.8
2002,Ohio,645506,Diabetics,11353140.0,277.8
2003,Ohio,757633,Diabetics,11353140.0,277.8
2004,Ohio,670026,Diabetics,11353140.0,277.8
2005,Ohio,661547,Diabetics,11353140.0,277.8
2006,Ohio,583792,Diabetics,11353140.0,277.8
2007,Ohio,823099,Diabetics,11353140.0,277.8
2008,Ohio,858972,Diabetics,11353140.0,277.8
2009,Ohio,876043,Diabetics,11353140.0,277.8
2010,Ohio,877732,Diabetics,11536504.0,282.3
2011,Ohio,874618,Diabetics,11536504.0,282.3
2012,Ohio,1019072,Diabetics,11536504.0,282.3
2013,Ohio,921012,Diabetics,11536504.0,282.3
2014,Ohio,1048918,Diabetics,11536504.0,282.3
2015,Ohio,993030,Diabetics,11536504.0,282.3
2016,Ohio,1003228,Diabetics,11536504.0,282.3
2017,Ohio,1021981,Diabetics,11536504.0,282.3
2018,Ohio,1111161,Diabetics,11536504.0,282.3
2019,Ohio,1090993,Diabetics,11536504.0,282.3
2020,Ohio,1129638,Diabetics,11799448.0,288.8
2021,Ohio,1158772,Diabetics,11799448.0,288.8
2022,Ohio,1203587,Diabetics,11799448.0,288.8
2023,Ohio,1219733,Diabetics,11799448.0,288.8
2000,Oklahoma,136347,Diabetics,3450654.0,50.3
2001,Oklahoma,198611,Diabetics,3450654.0,50.3
2002,Oklahoma,172837,Diabetics,3450654.0,50.3
2003,Oklahoma,188772,Diabetics,3450654.0,50.3
2004,Oklahoma,211684,Diabetics,3450654.0,50.3
2005,Oklahoma,237337,Diabetics,3450654.0,50.3
2006,Oklahoma,267508,Diabetics,3450654.0,50.3
2007,Oklahoma,277113,Diabetics,3450654.0,50.3
2008,Oklahoma,272755,Diabetics,3450654.0,50.3
2009,Oklahoma,302549,Diabetics,3450654.0,50.3
2010,Oklahoma,288756,Diabetics,3751351.0,54.7
2011,Oklahoma,312900,Diabetics,3751351.0,54.7
2012,Oklahoma,329465,Diabetics,3751351.0,54.7
2013,Oklahoma,320537,Diabetics,3751351.0,54.7
2014,Oklahoma,351888,Diabetics,3751351.0,54.7
2015,Oklahoma,345892,Diabetics,3751351.0,54.7
2016,Oklahoma,355508,Diabetics,3751351.0,54.7
2017,Oklahoma,380204,Diabetics,3751351.0,54.7
2018,Oklahoma,373824,Diabetics,3751351.0,54.7
2019,Oklahoma,366295,Diabetics,3751351.0,54.7
2020,Oklahoma,390201,Diabetics,3959353.0,57.7
2021,Oklahoma,390413,Diabetics,3959353.0,57.7
2022,Oklahoma,405756,Diabetics,3959353.0,57.7
2023,Oklahoma,385231,Diabetics,3959353.0,57.7
2000,Oregon,149589,Diabetics,3421399.0,35.6
2001,Oregon,145938,Diabetics,3421399.0,35.6
2002,Oregon,163690,Diabetics,3421399.0,35.6
2003,Oregon,168100,Diabetics,3421399.0,35.6
2004,Oregon,178937,Diabetics,3421399.0,35.6
2005,Oregon,184156,Diabetics,3421399.0,35.6
2006,Oregon,186534,Diabetics,3421399.0,35.6
2007,Oregon,196347,Diabetics,3421399.0,35.6
2008,Oregon,200625,Diabetics,3421399.0,35.6
2009,Oregon,241767,Diabetics,3421399.0,35.6
2010,Oregon,211307,Diabetics,3831074.0,39.9
2011,Oregon,274631,Diabetics,3831074.0,39.9
2012,Oregon,298795,Diabetics,3831074.0,39.9
2013,Oregon,281477,Diabetics,3831074.0,39.9
2014,Oregon,277847,Diabetics,3831074.0,39.9
2015,Oregon,336939,Diabetics,3831074.0,39.9
2016,Oregon,306344,Diabetics,3831074.0,39.9
2017,Oregon,314057,Diabetics,3831074.0,39.9
2018,Oregon,364447,Diabetics,3831074.0,39.9
2019,Oregon,289372,Diabetics,3831074.0,39.9
2020,Oregon,322333,Diabetics,4237256.0,44.1
2021,Oregon,327470,Diabetics,4237256.0,44.1
2022,Oregon,354430,Diabetics,4237256.0,44.1
2023,Oregon,373381,Diabetics,4237256.0,44.1
2000,Pennsylvania,652297,Diabetics,12281054.0,274.5
2001,Pennsylvania,626367,Diabetics,12281054.0,274.5
2002,Pennsylvania,747658,Diabetics,12281054.0,274.5
2003,Pennsylvania,758765,Diabetics,12281054.0,274.5
2004,Pennsylvania,742309,Diabetics,12281054.0,274.5
2005,Pennsylvania,776639,Diabetics,12281054.0,274.5
2006,Pennsylvania,819428,Diabetics,12281054.0,274.5
2007,Pennsylvania,836128,Diabetics,12281054.0,274.5
2008,Pennsylvania,843967,Diabetics,12281054.0,274.5
2009,Pennsylvania,869938,Diabetics,12281054.0,274.5
2010,Pennsylvania,997697,Diabetics,12702379.0,283.9
2011,Pennsylvania,932184,Diabetics,12702379.0,283.9
2012,Pennsylvania,1012082,Diabetics,12702379.0,283.9
